"Field","Code","Label"
"QLAIM","001","BEd"
"QLAIM","002","BEd (Hons)"
"QLAIM","003","BSc"
"QLAIM","004","BSc (Hons)"
"QLAIM","007","BA"
"QLAIM","008","BA (Hons)"
"QLAIM","020","Postgraduate Certificate in Education"
"QLAIM","021","Postgraduate Diploma in Education"
"QLAIM","028","Undergraduate Master of Teaching"
"QLAIM","031","Professional Graduate Certificate in Education"
"QLAIM","032","Masters, not by research"
