"Field","Code","Label"
"INITIATIVES","001","Abridged ITT course"
"INITIATIVES","009","Maths and Physics Chairs Programme"
"INITIATIVES","011","Primary mathematics specialist"
"INITIATIVES","019","Additional ITT place for PE with a priority subject"
"INITIATIVES","025","Transition to Teach"
"INITIATIVES","026","Now Teach"
"INITIATIVES","036","International relocation payment"
